rev_id,perc_labelled_attack,n_labelled_attack,n_labels,predictor_prob
280029945,0.9,9,10,0.999537068
280030067,0.9,9,10,0.932541167
280031116,0.666666667,6,9,0.898702819
280053878,0.666666667,6,9,0.429348574
280054415,0.333333333,3,9,0.298077697
280161404,0.1,2,20,0.020890485
280184980,0.777777778,7,9,0.670576733
280231898,0,0,10,0.020977564
280242582,0,0,19,0.002575201
280308419,0.333333333,3,9,0.026324202
280316834,0,0,20,0.013221135
280357776,0.052631579,1,19,0.030500523
280383418,0,0,9,0.026197012
280465182,0.222222222,2,9,0.292434552
280477515,0,0,28,0.018607587
280477614,0,0,20,0.031079997
280478376,0.1,1,10,0.026294353
280501532,0.1,1,10,0.038093545
280518822,0.5,9,18,0.616288429
280531326,0.423076923,11,26,0.246387532
280535397,0,0,10,0.018259028
280570247,0,0,19,0.029036394
280596802,0.1,1,10,0.005983583
280623090,0,0,9,0.029878676
280651124,0.965517241,28,29,0.987433599
280677226,0.035714286,1,28,0.027517132
280680244,0.3,3,10,0.010676597
280730065,0,0,10,0.022681765
280760443,0.05,1,20,0.024861468
280763186,0,0,20,0.007520387
280784896,0.962962963,26,27,0.774161399
280785563,0.9,9,10,0.773790897
280798005,0.05,1,20,0.021233736
280828843,0,0,29,0.01570638
280831479,0.8,24,30,0.979694984
280838692,0.444444444,4,9,0.229710413
280857250,1,29,29,0.993997847
280889852,0,0,10,0.005173911
280915511,0.482758621,14,29,0.11973549
280926804,0,0,10,0.067199437
280944483,0.2,2,10,0.043512236
280977312,0,0,10,0.014410259
280978506,0.034482759,1,29,0.008041703
280990646,0.111111111,1,9,0.053430382
281042816,0.071428571,2,28,0.044149986
281048676,0.05,1,20,0.010922426
281062381,0.1,1,10,0.015274042
281067136,0,0,9,0.047520922
281103354,0.05,1,20,0.032251198
281244871,0,0,10,0.002802057
281246516,0,0,27,0.025318307
281311684,0.925925926,25,27,0.619578033
281313578,0.037037037,1,27,0.013080674
281337131,0,0,9,0.014602432
281347368,0.333333333,3,9,0.019468117
281347914,0.05,1,20,0.003206882
281411645,0,0,20,0.016863727
281422992,0,0,10,0.064548395
281433997,0.052631579,1,19,0.006748553
281436505,0,0,10,0.006807093
281443187,0.071428571,2,28,0.002081347
281476715,0,0,20,0.01132816
281484624,1,10,10,0.774161399
281489432,0.777777778,7,9,0.500020649
281494927,0.75,15,20,0.095207736
281558297,0,0,20,0.006477957
281605763,0.052631579,1,19,0.033954339
281611816,0.05,1,20,0.021987029
281613198,0,0,10,0.073358242
281614304,0.1,1,10,0.155872045
281628360,0.2,2,10,0.047324395
281653142,0.666666667,6,9,0.769097855
281667994,0,0,8,0.057283254
281723558,0,0,20,0.013053306
281767834,0,0,10,0.061251324
281777560,0.111111111,1,9,0.025805896
281779206,0.1,3,30,0.069750558
281839670,0.5,5,10,0.140644689
281904421,0,0,10,0.011373138
281912967,0,0,10,0.019503093
281939931,0,0,20,0.086102391
281978927,0,0,10,0.060939213
282027941,0.3,3,10,0.013865791
282042816,0.782608696,36,46,0.741379787
282138347,0.1,1,10,0.182260043
282142032,0,0,18,0.018448781
282184527,0.296296296,8,27,0.104175657
282191633,0.1,1,10,0.352874282
282202727,0,0,20,0.003681015
282234884,0,0,20,0.012169483
282317172,0.1,1,10,0.00392213
282335776,0,0,10,0.006477957
282337027,0,0,9,0.052075142
282371168,0,0,8,0.015085726
282395739,0.444444444,4,9,0.102667885
282401664,0.111111111,1,9,0.07847055
282401800,0.4,4,10,0.138132853
282404039,0,0,10,0.096131217
282478922,0.666666667,6,9,0.590818517
282488229,0.125,1,8,0.088655559
282573905,0.05,1,20,0.016616158
282589313,0,0,20,0.004937134
282607499,0.2,2,10,0.079643407
282615605,0.482758621,14,29,0.165046657
282620267,0,0,20,0.025918348
282686592,0,0,10,0.007370853
282690846,0,0,10,0.00838625
282778041,0,0,20,0.010961922
282784677,0,0,20,0.054597706
282787167,0,0,8,0.05637689
282813254,0.4,4,10,0.157434804
282814852,0.15,3,20,0.050643001
282825789,0.222222222,2,9,0.138908595
282836511,0.2,2,10,0.061052318
282837216,0.05,1,20,0.009147663
282838650,0,0,10,0.03155355
282838786,0.111111111,1,9,0.277469125
282844910,0.2,2,10,0.023900632
282847188,0.2,2,10,0.024465821
282848184,0.333333333,3,9,0.065302807
282938514,0,0,18,0.01546411
282974831,0.05,1,20,0.005226925
282978947,0,0,20,0.039744122
283079359,0,0,20,0.035430027
283097815,0.892857143,25,28,0.979014439
283098146,0.8,20,25,0.97960985
283119718,0,0,9,0.025891333
283153034,0.111111111,1,9,0.014938807
283262929,0,0,17,0.010474553
283348344,0,0,20,0.068907868
283433261,0,0,8,0.017443939
283451306,0.8,20,25,0.877824722
283463815,0.05,1,20,0.030021968
283477754,0,0,19,0.024433652
283480041,0,0,19,0.048111805
283544717,0.444444444,4,9,0.40795898
283553206,0.1,1,10,0.001702402
283570642,0,0,20,0.037051134
283618936,0.1,1,10,0.010622134
283677069,1,10,10,0.995519464
283678263,0,0,20,0.032075977
283766708,0.464285714,13,28,0.020230487
283773744,0,0,10,0.014263897
283774651,0.052631579,1,19,0.042396707
283816448,0.1,1,10,0.073967351
283831638,0.555555556,5,9,0.517044229
283901593,0,0,20,0.031264939
283903728,0.777777778,7,9,0.637351654
283995504,0.3,3,10,0.104711599
284012390,0,0,10,0.004088212
284083960,0.037037037,1,27,0.044180229
284118235,0,0,18,0.032913479
284147731,0,0,20,0.12760588
284213848,0,0,10,0.034020079
284221966,0,0,8,0.012543978
284248126,0.2,2,10,0.144516758
284374698,0.166666667,3,18,0.025078082
284375599,0,0,10,0.055700227
284386299,1,10,10,0.999422642
284393607,1,10,10,0.770121512
284408451,0,0,10,0.024349161
284463040,0,0,10,0.010549293
284499606,0,0,27,0.086567303
284499798,0.15,3,20,0.232298978
284523825,0,0,20,0.069858773
284540780,0,0,20,0.012911771
284625321,0,0,20,0.013260004
284705892,0.15,3,20,0.12292952
284751346,0.05,1,20,0.128796361
284752243,1,9,9,0.999574075
284772465,0,0,9,0.031769637
284774476,0.2,2,10,0.146893143
284774723,0.222222222,2,9,0.251010292
284774856,0.1,1,10,0.053962725
284778296,0.206896552,6,29,0.045390858
284782793,0.4,4,10,0.064723884
284797998,0.777777778,21,27,0.148194327
284866308,0.7,7,10,0.144731815
284893322,0.962962963,26,27,0.522661307
284894163,0.7,7,10,0.495253047
284943535,0.5,5,10,0.695785775
284945572,0.7,7,10,0.997958087
284946699,0.607142857,17,28,0.247244065
285001662,0.1,1,10,0.047320678
285057397,0,0,10,0.059921789
285057975,0.793103448,23,29,0.332602183
285106176,0,0,19,0.007795883
285261347,0.2,2,10,0.070184611
285289696,0,0,20,0.007545429
285429661,0.1,2,20,0.016686433
285521429,0.1,1,10,0.043083231
285572891,1,9,9,0.658199067
285742415,0,0,10,0.075826751
285758514,0.05,1,20,0.027546274
285817099,0.333333333,9,27,0.217167487
285856648,0.3,3,10,0.088871951
285877454,0,0,19,0.004108066
285933872,0.05,1,20,0.003568839
285961893,0.05,1,20,0.010431691
286008263,0.6,6,10,0.746106357
286043825,0,0,10,0.113467078
286069208,0.125,1,8,0.003934764
286206885,0.1,1,10,0.024214215
286209966,0,0,9,0.032781079
286292301,0,0,8,0.031323198
286368565,0,0,18,0.015413196
286376164,0,0,9,0.025333693
286495359,0,0,20,0.07205682
286496097,0,0,10,0.035772038
286529464,0.3,6,20,0.060609612
286590364,0.925925926,25,27,0.055508294
286598425,0,0,10,0.108034034
286601538,0,0,17,0.0669391
286620880,0,0,16,0.00805254
286691374,0,0,10,0.020315936
286718504,0.05,1,20,0.01032239
286810112,0,0,10,0.004445752
286817516,0,0,9,0.02394503
286891355,0,0,9,0.032675818
286891831,0.1,1,10,0.015065892
286926817,0,0,10,0.007879809
286927733,0.107142857,3,28,0.002372034
286929547,0,0,9,0.015375719
286959066,0.068965517,2,29,0.004783956
286994791,0,0,8,0.009910976
287036584,0.2,2,10,0.065336424
287040318,0.04,1,25,0.011137114
287053453,0.034482759,1,29,0.002360414
287088697,0,0,10,0.009755613
287089486,0,0,10,0.001876754
287133594,0.777777778,7,9,0.584237656
287135275,0.5,5,10,0.014456281
287151755,0.1,1,10,0.009765938
287187071,0,0,9,0.03501952
287235710,0,0,20,0.006485858
287248620,0,0,20,0.049172715
287254730,0,0,9,0.024015833
287274992,0,0,20,0.019921335
287309311,0,0,9,0.006459194
287365514,0,0,9,0.078561547
287408571,0,0,10,0.01212752
287485593,0,0,9,0.017760848
287517293,0.1,1,10,0.001016209
287531525,0,0,9,0.008491999
287538904,0.1,1,10,0.012701517
287558629,0.172413793,5,29,0.01104925
287565149,0,0,9,0.052565097
287592235,0.1,1,10,0.00818577
287677910,0.15,3,20,0.036121904
287694516,0,0,9,0.014242582
287722579,0,0,9,0.002291274
287741043,0.222222222,2,9,0.044621761
287764746,0,0,9,0.009559955
287774128,0.4,4,10,0.056495198
287775130,0.178571429,5,28,0.059339382
287830320,0,0,10,0.048555351
287850783,0.1,1,10,0.02464425
287872193,0,0,10,0.002855222
287874290,0,0,20,0.008811254
287901031,0,0,20,0.018857084
287902490,0,0,30,0.031618268
287907128,0.1,1,10,0.087901898
287908406,0.125,1,8,0.083468339
287914566,0.111111111,1,9,0.064660888
287920079,0,0,27,0.059011253
287921167,0.1,1,10,0.002166934
287921413,0.111111111,1,9,0.062873946
287981351,0,0,9,0.013966576
288008475,0.052631579,1,19,0.050732675
288041632,0.111111111,1,9,0.014899216
288055945,0,0,9,0.008678628
288095415,0,0,10,0.083261004
288096301,0.1,1,10,0.005142121
288144751,0.068965517,2,29,0.013201886
288180827,0,0,10,0.020717271
288311800,0,0,10,0.011827826
288320301,0.05,1,20,0.043183723
288388641,0.3,6,20,0.261602836
288391792,0.555555556,5,9,0.010084043
288392766,0.344827586,10,29,0.047832082
288399444,0.076923077,2,26,0.055508294
288418338,0.9,9,10,0.81544775
288425739,0,0,10,0.037616854
288502906,0,0,20,0.01816644
288570777,1,9,9,0.970068126
288571403,1,9,9,0.998233716
288601164,0.2,2,10,0.042926757
288606954,0.2,2,10,0.016689083
288620975,0.222222222,2,9,0.087351201
288630802,0,0,9,0.010775583
288636497,0.111111111,3,27,0.035772952
288662002,0,0,10,0.348303999
288672804,0.05,1,20,0.002763446
288749337,0,0,10,0.022357471
288797048,0.1,1,10,0.023147202
288876762,0,0,10,0.022682089
288892946,0,0,9,0.017218483
288914649,0,0,10,0.001539645
288921616,0,0,20,0.028837815
288955366,0,0,20,0.004449419
288964306,0.473684211,9,19,0.110046588
288965064,0,0,10,0.041083695
288970193,0.888888889,8,9,0.186647244
288976119,0.066666667,2,30,0.043506343
289159628,0,0,10,0.007752087
289189190,0,0,10,0.073200643
289189390,0.103448276,3,29,0.065087803
289195398,0.1,1,10,0.149810796
289199861,0,0,10,0.020737462
289203413,0.052631579,1,19,0.093710259
289207830,0.413793103,12,29,0.152946854
289266839,0,0,10,0.021953988
289320284,0.9,9,10,0.901984954
289328974,0,0,20,0.015971029
289334641,0,0,10,0.014409038
289387305,0.4,4,10,0.246038264
289397026,0.172413793,5,29,0.316499197
289402962,0.6,6,10,0.129612729
289562210,0,0,10,0.020758938
289593130,0,0,9,0.005647559
289613493,0.5,5,10,0.077611199
289637075,0,0,20,0.016934928
289723279,0,0,10,0.017473821
289728927,0,0,18,0.022314401
289776545,0,0,20,0.015177832
289834713,0.32,8,25,0.022961795
289841016,0,0,19,0.034690277
289841896,0,0,10,0.034690277
289892067,0,0,10,0.002318647
289912326,0.444444444,4,9,0.280431734
289916480,0,0,10,0.04598377
289986376,0,0,10,0.064970135
290052061,0.05,1,20,0.002643172
290062061,0,0,19,0.013101777
290097620,0,0,10,0.031878089
290110946,0.105263158,2,19,0.01123933
290154450,0,0,18,0.003507624
290199778,0.5,4,8,0.205288596
290223353,0.5,5,10,0.015375719
290238831,0,0,20,0.010435504
290246406,0,0,20,0.010103432
290267047,0,0,10,0.008580464
290278374,0,0,14,0.063335988
290288709,0,0,9,0.003055034
290406398,0,0,9,0.008266114
290407661,0,0,10,0.006191169
290457811,0,0,10,0.046803399
290599566,0,0,20,0.016007705
290623365,0,0,20,0.016871068
290657505,0,0,20,0.020311714
290714069,0,0,9,0.015534678
290721776,0,0,9,0.374834589
290722093,0.896551724,26,29,0.349517625
290722644,0,0,10,0.066666876
290727210,0,0,10,0.052120311
290765428,1,10,10,0.911722473
290810669,0,0,9,0.141576164
290848744,0,0,29,0.042344994
290855966,0,0,10,0.110147184
290882339,0.9,9,10,0.999594
290946734,0,0,10,0.034948694
290973294,0,0,20,0.008251379
290978939,0.1,1,10,0.126589355
291036940,0.444444444,4,9,0.027460762
291041502,0.642857143,18,28,0.435694067
291075446,0.05,1,20,0.055508294
291112744,0.666666667,6,9,0.295766585
291119806,0.964285714,27,28,0.735768558
291142859,0,0,20,0.00781482
291166553,0.111111111,1,9,0.017520357
291168251,0.05,1,20,0.10628712
291169030,0.05,1,20,0.015375719
291183544,1,10,10,0.99991443
291184848,0.9,9,10,0.985311116
291186885,0.857142857,24,28,0.991275582
291213037,0,0,20,0.009992567
291225666,0.05,1,20,0.026185818
291252761,0.222222222,2,9,0.143247554
291378468,0,0,20,0.009371827
291394300,0,0,10,0.02038807
291455823,0,0,20,0.029575799
291511102,0.125,1,8,0.572958808
291563105,0,0,20,0.019247288
291571427,0.2,2,10,0.044173722
291595593,0.777777778,7,9,0.990764843
291597591,0,0,10,0.007251119
291597872,0,0,10,0.013254795
291642909,0.125,1,8,0.028833266
291699875,0.5,10,20,0.568753592
291721021,0.846153846,22,26,0.696505164
291731424,0,0,9,0.024286104
291769147,0.2,4,20,0.022370221
291851715,0.055555556,1,18,0.015097791
291910535,0.035714286,1,28,0.169398854
291944254,0,0,20,0.055508294
291959861,0,0,8,0.024215576
291960756,0.05,1,20,0.033802428
292072044,0.9,9,10,0.993540444
292167540,0.05,1,20,0.02226385
292304729,0,0,17,0.025781881
292308658,0,0,10,0.049433253
292364982,0.05,1,20,0.017395869
292369601,0.1,1,10,0.053034987
292425959,0.3,3,10,0.191640681
292430780,0.178571429,5,28,0.067887385
292431546,0,0,9,0.018618355
292495498,0.111111111,1,9,0.022618262
292496168,0,0,20,0.013101777
292508000,0.1,2,20,0.012969725
292517095,0.107142857,3,28,0.069463375
292550613,0.1,1,10,0.015468458
292582230,0,0,9,0.013261272
292591042,0,0,10,0.064650267
292604788,0.111111111,1,9,0.013215279
292637044,0.157894737,3,19,0.034958114
292690735,0,0,18,0.01279119
292790421,0,0,30,0.011572146
292901003,0,0,8,0.007720713
292985957,0,0,20,0.0505556
293001207,0,0,10,0.012167289
293046318,0.125,1,8,0.019391756
293061039,0,0,10,0.021559291
293062143,0,0,10,0.030224751
293138241,0,0,10,0.03966574
293205382,0,0,19,0.01819727
293343234,0,0,10,0.018220001
293386411,1,9,9,0.936829091
293411425,0.137931034,4,29,0.047529795
293429826,1,10,10,0.985815041
293433006,0.5,5,10,0.938889617
293543624,0.2,2,10,0.03059534
293551438,0.814814815,22,27,0.122026056
293582508,0,0,10,0.018030075
293598792,0,0,20,0.012284331
293689675,0.05,1,20,0.009501781
293700624,0,0,20,0.005931358
293849317,0,0,19,0.013794576
293858330,0.444444444,4,9,0.106155327
293928175,0.1,1,10,0.012137758
293931364,0,0,9,0.032118538
293936598,0.055555556,1,18,0.013317538
293946344,0.6,6,10,0.223223096
294013620,0.2,4,20,0.633588592
294093725,0.15,3,20,0.126185513
294110582,0.05,1,20,0.010771754
294121573,0,0,20,0.044622807
294177581,0.85,17,20,0.830935831
294311253,0,0,19,0.079330299
294317204,0,0,20,0.022413009
294319355,0.125,1,8,0.071059095
294328368,0.142857143,4,28,0.01653648
294333526,0.1,1,10,0.126185513
294353197,0.055555556,1,18,0.009291975
294370339,0.185185185,5,27,0.115767291
294371980,0.8,8,10,0.107854037
294524751,0.125,1,8,0.05516821
294553014,0.055555556,1,18,0.008087812
294595237,0.05,1,20,0.014245327
294599427,0,0,8,0.009671397
294628056,0,0,9,0.016901162
294638506,0,0,10,0.021220414
294658204,0.083333333,2,24,0.164452329
294682300,0,0,9,0.009224567
294713067,0,0,9,0.00229713
294713609,0,0,18,0.041916055
294858133,0.166666667,3,18,0.034306382
294880506,0.074074074,2,27,0.033925237
294886184,0.05,1,20,0.044845949
294921613,0,0,10,0.121765157
294921991,0.222222222,2,9,0.149981405
294933653,1,10,10,0.906553645
294934681,0.038461538,1,26,0.104904037
295025527,0,0,9,0.027567044
295228963,0.965517241,28,29,0.93549587
295247036,0.1,1,10,0.011892926
295283286,0.2,2,10,0.070802423
295333808,0,0,10,0.015768848
295357409,0,0,8,0.023410558
295408871,0.896551724,26,29,0.634307438
295508980,0,0,10,0.086397555
295533065,0,0,10,0.057234624
295566231,0,0,19,0.009847888
295597633,0,0,10,0.05076176
295599970,0,0,10,0.02130679
295615562,0.1,2,20,0.026188862
295652275,0,0,20,0.010071053
295700897,1,9,9,0.711860738
295735254,0,0,10,0.008599038
295792600,0,0,20,0.011735847
295813793,0.206896552,6,29,0.157098083
295813931,0.037037037,1,27,0.030408965
295821284,0.033333333,1,30,0.182390183
295837577,0.1,1,10,0.010263992
295843102,0.05,1,20,0.043670439
295877683,0,0,20,0.027717231
295886470,0,0,20,0.033128169
295915663,0.2,2,10,0.047598195
295922564,0.2,2,10,0.008396378
295954528,0.1,1,10,0.009799297
295974061,0,0,10,0.004454367
295991161,0.655172414,19,29,0.53838338
296033990,0.2,2,10,0.109522159
296079181,0,0,10,0.065077076
296170146,0,0,20,0.011487922
296190289,0,0,10,0.007944042
296200486,0,0,10,0.010881067
296210790,0,0,20,0.001720946
296269671,0.052631579,1,19,0.15072758
296269836,0.055555556,1,18,0.011697581
296329053,0.05,1,20,0.008269503
296330657,0.25,5,20,0.136709913
296360082,0.4,4,10,0.025962498
296399712,0,0,10,0.017224552
296415906,0,0,20,0.00205595
296422029,0,0,20,0.013982698
296429220,0,0,9,0.00455714
296450664,0,0,9,0.007385004
296458022,0,0,20,0.01094752
296471065,0,0,8,0.015268302
296546891,0,0,19,0.024236196
296598056,0,0,20,0.008639711
296620469,0,0,9,0.019452285
296635498,0.321428571,9,28,0.059224552
296718271,0.307692308,8,26,0.029590369
296747942,0.137931034,4,29,0.052272851
296784897,0.071428571,1,14,0.019926282
296826518,0,0,10,0.003764206
296842274,0.1,1,10,0.014825438
296850745,0,0,8,0.01290099
296854636,0.125,1,8,0.005846588
296922603,0,0,10,0.003419879
296926819,0,0,10,0.040170781
296997805,0,0,10,0.004722787
296999662,0.111111111,1,9,0.00449824
297004621,0.111111111,1,9,0.024716832
297097875,0,0,20,0.014865795
297170831,0.052631579,1,19,0.02774565
297173994,0,0,9,0.016718466
297181081,0.2,2,10,0.02470301
297184784,0.3,3,10,0.012409491
297192809,0.2,2,10,0.032483673
297198416,0,0,20,0.017231744
297246281,0.866666667,26,30,0.270757837
297248516,0.3,3,10,0.192199665
297249083,0.5,5,10,0.103756536
297250748,0.333333333,3,9,0.036906554
297278768,0.8,20,25,0.643737956
297291893,0,0,9,0.028693724
297328062,0,0,18,0.038410764
297353242,0,0,10,0.044704856
297412687,0,0,9,0.003944545
297421681,0,0,20,0.058749489
297444689,0.066666667,1,15,0.121072201
297452687,0,0,10,0.093513959
297465663,0,0,20,0.012824999
297478281,0,0,10,0.009383242
297494880,0,0,20,0.027180988
297553426,1,10,10,0.999283059
297560408,0,0,20,0.019431288
297582497,0.3,6,20,0.039617275
297583239,0,0,20,0.025012064
297603918,0,0,10,0.003051662
297608695,0,0,20,0.00708783
297634052,0.5,10,20,0.100009738
297635369,0.15,3,20,0.014808707
297751693,0,0,10,0.036696465
297771545,0,0,20,0.022902341
297787145,0,0,10,0.008899277
297806819,0.1,2,20,0.005695509
297810772,0.068965517,2,29,0.009807873
297817010,0.5,5,10,0.037527862
297818058,0,0,8,0.012211974
297829774,0.2,2,10,0.035944313
297899746,0.105263158,2,19,0.016604083
297908596,0,0,19,0.005653757
297913477,0.111111111,1,9,0.013001354
297954110,0,0,10,0.034287023
297992807,0.1,1,10,0.009586554
298108521,0.1,2,20,0.052232445
298150701,0.222222222,4,18,0.17987422
298191727,0,0,9,0.009216669
298277002,0.068965517,2,29,0.061280359
298350311,0.555555556,5,9,0.189297573
298380165,0.55,11,20,0.32626663
298399588,0.1,1,10,0.162975941
298466212,0.05,1,20,0.038061638
298485478,0.9,27,30,0.904962981
298501230,0,0,20,0.021718012
298536754,0,0,20,0.004369665
298641150,0,0,19,0.067836146
298645295,0,0,9,0.01005841
298688814,0,0,20,0.020984559
298730158,0,0,9,0.021262923
298739756,0,0,9,0.060583075
298742527,0,0,9,0.016918467
298747221,0.928571429,26,28,0.993863348
298758096,0.103448276,3,29,0.022578284
298831891,0.038461538,1,26,0.017899994
298860416,0,0,19,0.008679723
298866499,0.111111111,1,9,0.016518166
298873592,0.9,9,10,0.245776068
298876832,0.5,14,28,0.087713305
298920490,0,0,10,0.011371165
298932228,0,0,20,0.006492899
298976255,0,0,8,0.013747656
298994892,0.05,1,20,0.026642482
299080944,0,0,20,0.01371005
299081302,0.2,4,20,0.014706798
299107383,0,0,8,0.021480958
299169051,0.65,13,20,0.442038599
299202217,0.05,1,20,0.031385707
299248688,0.423076923,11,26,0.085923001
299279986,0.730769231,19,26,0.416909348
299308845,0.1,2,20,0.01235588
299330823,0,0,9,0.003419879
299337324,1,30,30,0.980765413
299368127,0.888888889,24,27,0.330629387
299420223,0.05,1,20,0.017192946
299508836,0.125,1,8,0.055508294
299516101,0,0,20,0.00750696
299516782,0,0,30,0.132315577
299517319,0.1,1,10,0.097208455
299550934,0,0,19,0.044691666
299563978,0.111111111,1,9,0.193090706
299646880,0,0,20,0.013322176
299667692,0.05,1,20,0.015120343
299698457,0,0,10,0.015642886
299743907,0.9,9,10,0.967078141
299857499,0,0,20,0.010830331
299967879,0,0,9,0.003984365
300015048,0.15,3,20,0.246507451
300016650,0,0,29,0.019376036
300036127,0.5,5,10,0.418939135
300037950,0.642857143,18,28,0.212289528
300038168,0.4,4,10,0.110729978
300055329,0.05,1,20,0.004253752
300097942,0.105263158,2,19,0.014762877
300113051,0,0,20,0.008902406
300149682,0,0,20,0.014490166
300197120,0.333333333,3,9,0.53403652
300201113,0,0,18,0.03066586
300220284,0.05,1,20,0.009020809
300261423,0,0,10,0.008969164
300373712,0,0,20,0.0186897
300416958,0,0,17,0.007615525
300491835,0,0,20,0.014775036
300514457,0.25,5,20,0.047858945
300514987,0.7,7,10,0.554507725
300523737,0.1,1,10,0.019233476
300598760,0.2,2,10,0.092688996
300621475,0.1,2,20,0.368189597
300648123,0.3,3,10,0.15477048
300713026,0.2,2,10,0.018781097
300719559,0,0,10,0.022476705
300726060,0.148148148,4,27,0.018781097
300763286,0.05,1,20,0.047432528
300767454,0,0,9,0.084066301
300810058,0.04,1,25,0.056450406
300993628,0,0,19,0.013360056
301014385,0,0,19,0.094234206
301098855,0.821428571,23,28,0.559577449
301104695,0,0,20,0.005738066
301110458,0.1,1,10,0.041970303
301119905,0,0,20,0.085811649
301173774,0.8,24,30,0.813375377
301183944,0,0,28,0.03858526
301200700,0.052631579,1,19,0.025211151
301202703,0.555555556,15,27,0.127155356
301204728,0.8,8,10,0.972403671
301233271,0,0,10,0.009774956
301255501,0,0,9,0.00665137
301295553,0.2,2,10,0.09237312
301296245,0,0,17,0.013322294
301302613,0,0,10,0.003807132
301310714,0,0,18,0.011378165
301354735,0.9,9,10,0.593543611
301362159,0,0,20,0.006067072
301404574,0,0,9,0.012456406
301408342,0.413793103,12,29,0.187528312
301409566,0,0,10,0.030365087
301505727,0.1,2,20,0.022627679
301505743,0.333333333,3,9,0.270520156
301520529,0,0,20,0.008537356
301521629,0.068965517,2,29,0.011313895
301616705,0,0,20,0.026647829
301620586,0.692307692,18,26,0.665470169
301655325,0.3,3,10,0.137304453
301660849,0.111111111,2,18,0.05035619
301677094,0.7,14,20,0.759992167
301687786,0,0,10,0.004974513
301691629,0.1,1,10,0.00908189
301743365,0,0,10,0.014172002
301773753,0.1,1,10,0.026880862
301787978,0,0,9,0.021027549
301815257,0.052631579,1,19,0.021270907
301879064,0,0,10,0.028350288
301879405,0.1,1,10,0.020003641
301906817,0.1,2,20,0.016700014
301919638,0,0,20,0.017265873
302023814,0.055555556,1,18,0.132750202
302050606,0.2,4,20,0.181497903
302066412,0,0,10,0.008414103
302171990,0,0,10,0.006783507
302206409,0,0,20,0.011006939
302229704,0.222222222,2,9,0.015284152
302275010,0.384615385,10,26,0.010165065
302276160,0.24137931,7,29,0.01155718
302284924,1,9,9,0.186323755
302352241,0.555555556,5,9,0.039735949
302400336,0,0,10,0.005009182
302436349,0,0,20,0.026710668
302444888,0,0,10,0.002944971
302476309,0.555555556,5,9,0.450572763
302479188,0,0,10,0.048739234
302480989,0.444444444,4,9,0.021753206
302514839,0.333333333,3,9,0.015994957
302516526,0.1,1,10,0.019278117
302517174,0.068965517,2,29,0.026722548
302554992,0.1,1,10,0.029419698
302555832,0.2,2,10,0.024180931
302586750,0.678571429,19,28,0.133333171
302603339,0,0,9,0.073578389
302612630,0.4,4,10,0.056749542
302614259,0,0,10,0.015318604
302622513,0.111111111,1,9,0.026368622
302644607,0.111111111,1,9,0.003622661
302672337,0.1,1,10,0.299359369
302677025,0,0,9,0.115349556
302683280,0,0,29,0.091567702
302698257,0,0,10,0.002274883
302727086,0.666666667,6,9,0.348124468
302727783,0.3,3,10,0.071013386
302851281,0,0,9,0.024196361
302852062,0,0,10,0.023150971
302875297,0.1,1,10,0.010271248
302901592,0.620689655,18,29,0.180562974
302902676,0.888888889,8,9,0.821459547
302902901,0.933333333,28,30,0.826820215
302924825,0.931034483,27,29,0.977380514
302951688,0,0,26,0.012995838
302996782,0,0,10,0.003780093
303043343,0.05,1,20,0.006008632
303109784,0.25,5,20,0.021741708
303132653,0,0,19,0.018048026
303209882,0.1,1,10,0.033279791
303227651,0,0,9,0.068704168
303244338,0.2,4,20,0.141360124
303279332,0,0,10,0.005375868
303313434,0,0,28,0.054256032
303460849,0.05,1,20,0.015381549
303469904,0.1,1,10,0.11971402
303547421,0.3,6,20,0.044819427
303640470,0,0,10,0.007690573
303731029,0.678571429,19,28,0.409378873
303816484,0.142857143,4,28,0.034435553
303843803,0,0,10,0.005797696
303867688,0.222222222,2,9,0.067587914
303875901,0.2,2,10,0.021919414
303888572,0,0,10,0.015588291
303966853,0.222222222,2,9,0.110531518
304031495,0.1,2,20,0.008546851
304130924,0.034482759,1,29,0.032341271
304143565,0,0,10,0.017336515
304168111,0,0,9,0.013274238
304204782,0.2,4,20,0.040522654
304243872,0.8,8,10,0.560505286
304247733,0.1,2,20,0.009440125
304355487,0,0,10,0.064545722
304364392,0.1,1,10,0.021567065
304371405,0,0,9,0.031146314
304380747,0.037037037,1,27,0.041384082
304431120,0,0,10,0.009311042
304435135,0,0,19,0.018504194
304438289,0,0,9,0.040409175
304441827,0,0,20,0.016095014
304504563,0,0,9,0.013453289
304592896,0.75,15,20,0.426762171
304601467,0.15,3,20,0.039578409
304602356,0,0,10,0.016929127
304610497,0,0,20,0.021156296
304639850,0.333333333,3,9,0.03598288
304642224,0.05,1,20,0.014016692
304649945,0.15,3,20,0.059485204
304652678,0,0,20,0.09728043
304668627,0.5,5,10,0.379808362
304705770,0.1,1,10,0.041382455
304723267,0,0,18,0.00788828
304738271,0,0,10,0.031439528
304828976,0.222222222,2,9,0.098930948
304844577,0.3,3,10,0.015859509
304844746,1,9,9,0.916134556
304901111,0.2,2,10,0.024965744
304929326,0,0,10,0.018123249
304967263,0.1,1,10,0.010450961
305008782,0,0,10,0.062469027
305085651,0.666666667,6,9,0.21989336
305093060,0,0,10,0.01626841
305098131,0.052631579,1,19,0.048083771
